#TYPE System.Management.Automation.PSCustomObject
"User Status","Asset ID","WF Id","Modified"
"Registering Reuses","AS681","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:09:37 PM"
"Registering Reuses","AS682","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:09:51 PM"
"Registering Reuses","AS683","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:10:03 PM"
"Registering Reuses","AS684","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:10:09 PM"
"Registering Reuses","AS685","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:10:14 PM"
"Registering Reuses","AS687","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:10:33 PM"
"Registering Reuses","AS690","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:11:06 PM"
"Registering Reuses","AS692","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:11:20 PM"
"Registering Reuses","AS694","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:11:49 PM"
"Registering Reuses","AS695","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:04 PM"
"Registering Reuses","AS696","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:12 PM"
"Registering Reuses","AS697","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:17 PM"
"Registering Reuses","AS698","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:23 PM"
"Registering Reuses","AS699","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:28 PM"
"Registering Reuses","AS700","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:33 PM"
,"AS701","2207abe7-5b90-4a24-9535-e28618307059","5/11/2017 7:12:55 PM"
"Librarian Assigned to Form","AS701","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:12:55 PM"
"Registering Reuses","AS702","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:13:03 PM"
"Registering Reuses","AS703","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:13:08 PM"
"Registering Reuses","AS704","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:13:28 PM"
,"AS704","2207abe7-5b90-4a24-9535-e28618307059","5/11/2017 7:13:28 PM"
"Registering Reuses","AS704","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:13:28 PM"
"Librarian Assigned to Form","AS705","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:13:40 PM"
,"AS705","2207abe7-5b90-4a24-9535-e28618307059","5/11/2017 7:13:40 PM"
,"AS706","2207abe7-5b90-4a24-9535-e28618307059","5/11/2017 7:13:48 PM"
"Librarian Assigned to Form","AS706","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:13:48 PM"
,"AS707","2207abe7-5b90-4a24-9535-e28618307059","5/11/2017 7:14:00 PM"
"Librarian Assigned to Form","AS707","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:14:00 PM"
"Registering Reuses","AS709","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:14:25 PM"
"Registering Reuses","AS711","8d6ce29e-0014-4a6e-8cf5-3b904596a442","5/11/2017 7:14:32 PM"
,"AS711","2207abe7-5b90-4a24-9535-e28618307059","5/11/2017 7:14:32 PM"
